n, iterator-time, recursive-time
1757,2124,8800
1758,2141,8679
1759,2134,15014
1760,2304,11618
1761,2307,9343
1762,2134,11042
1763,2333,9150
1764,2142,9958
1765,2142,8129
1766,2510,54389
1767,2579,11333
1768,2137,8249
1769,2137,8127
1770,2149,10122
1771,2590,1786486
1772,5569,17356
1773,2438,9613
1774,2302,55728
1775,2696,453880
1776,2682,10249
1777,2279,10951
1778,2590,9746
1779,2263,9491
1780,2198,8149
1781,2535,8957
1782,2299,167739
1783,2791,8299
1784,2188,8815
1785,2175,7354
1786,2172,8973
1787,2243,9973
1788,2510,7299
1789,2569,10702
1790,2257,8005
1791,2200,9033
1792,2346,8182
1793,2182,7779
1794,2230,25181
1795,2468,11636
1796,2234,8708
1797,2198,8073
1798,2324,8241
1799,2382,9153
1800,2368,10456
1801,2204,9843
1802,2242,8244
1803,2185,8087
1804,2253,8390
1805,2227,8627
1806,2192,6294
1807,2205,6557
1808,2185,5400
1809,2191,459910
1810,2444,5790
1811,2211,11940
1812,2244,5420
1813,2190,5522
1814,2216,83579
1815,2230,5968
1816,2197,5507
1817,2199,5602
1818,2208,5798
1819,2205,5521
1820,2202,5893
1821,2205,5611
1822,2204,5538
1823,2201,5387
1824,2210,6207
1825,2214,6065
1826,2213,5436
1827,2205,5412
1828,2220,5664
1829,2228,5765
1830,2229,5788
1831,2215,5769
1832,2230,5699
1833,2223,6044
1834,2221,5885
1835,2227,5792
1836,2231,5758
1837,2224,5639
1838,2229,5620
1839,2232,6162
1840,2236,5896
1841,2231,5616
1842,2234,5675
1843,2230,5764
1844,2229,5533
1845,2232,5805
1846,2243,5749
1847,2237,5914
1848,2239,5732
1849,2241,5886
1850,2241,6001
1851,2241,5941
1852,2290,6228
1853,2244,5708
1854,2251,7109
1855,2244,5649
1856,2240,5859
1857,2248,5808
1858,2255,6036
1859,2244,6736
1860,2252,6644
1861,2257,6842
1862,2254,6413
1863,2262,143349
1864,2755,6792
1865,2278,5488
1866,2267,5977
1867,2267,6145
1868,2263,5982
1869,2264,5943
1870,2273,5999
1871,2261,6070
1872,2258,6202
1873,488482,6734
1874,2970,5428
1875,2819,5223
1876,2262,5230
1877,2257,5226
1878,2256,16182
1879,2379,6311
1880,2287,6111
1881,2288,6250
1882,2292,6129
1883,2286,6452
1884,2282,6930
1885,2296,5995
1886,2285,6233
1887,2285,5970
1888,2291,6073
1889,2299,6214
1890,2300,6580
1891,2307,6066
1892,2292,6304
1893,2295,5838
1894,2295,33851
1895,2448,6661
1896,2324,6551
1897,2315,6685
1898,2330,6258
1899,2310,6524
1900,2310,6203
1901,2309,5920
1902,2299,6568
1903,2326,6997
1904,2378,6731
1905,2333,7057
1906,2318,7239
1907,2405,6539
1908,2315,6708
1909,2315,6939
1910,2327,6722
1911,2325,6416
1912,2901,6371
1913,3024,7145
1914,2331,6871
1915,2360,6803
1916,2379,6862
1917,2408,6128
1918,2318,6414
1919,2350,6101
1920,2352,5885
1921,2318,5522
1922,2318,5847
1923,2443,6058
1924,2355,6216
1925,2340,6241
1926,2354,6295
1927,2357,6340
1928,2335,6507
1929,2328,6300
1930,2344,6287
1931,2337,6526
1932,2344,6022
1933,2340,6385
1934,2335,6326
1935,2338,6304
1936,2364,6503
1937,2343,6323
1938,2343,6288
1939,2347,6610
1940,2352,6288
1941,2345,6016
1942,2350,6125
1943,2359,6225
1944,2352,6185
1945,2346,6217
1946,2357,6179
1947,2368,6391
1948,2358,6098
1949,2364,6359
1950,2363,6468
1951,2354,6108
1952,2369,14012
1953,2354,5599
1954,2356,5592
1955,2367,6093
1956,2369,6039
1957,2361,6022
1958,2376,6254
1959,2376,6138
1960,2367,6311
1961,2372,6261
1962,2494,6414
1963,2373,6373
1964,2373,11342
1965,2386,6301
1966,2382,6337
1967,2387,6359
1968,2387,6310
1969,2374,6287
1970,2386,6321
1971,2394,6346
1972,2383,6380
1973,2389,6435
1974,2387,6179
1975,2391,6527
1976,2391,6453
1977,2400,6587
1978,2390,6414
1979,2395,6138
1980,2401,6088
1981,2404,6058
1982,2407,6071
1983,2411,6040
1984,2420,6058
1985,2406,6350
1986,2414,6445
1987,2422,6582
1988,2424,6501
1989,2407,6378
1990,2413,6334
1991,2419,6170
1992,247835,525657
1993,3323,8888
1994,2412,6701
1995,2439,6780
1996,2445,7042
1997,2441,7178
1998,2434,7088
1999,2430,6958
2000,2628,7217
2001,2575,7416
2002,2424,54469
2003,3291,8008
2004,2459,7340
2005,2427,6486
2006,2426,6556
2007,2433,6667
2008,2495,6595
2009,2428,7913
2010,2440,6697
2011,2444,6994
2012,2426,7219
2013,2437,7230
2014,2479,6673
2015,2516,7854
2016,2439,6371
2017,2443,6967
2018,2444,7277
2019,2450,7534
2020,2456,6876
2021,2429,7562
2022,2453,7175
2023,2544,7107
2024,2477,7785
2025,2467,6814
2026,2768,7516
2027,2517,8049
2028,2483,7812
2029,2630,7463
2030,2476,7668
2031,2476,7664
2032,2481,7896
2033,2485,7353
2034,2593,7299
2035,2474,7352
2036,2481,6823
2037,2521,7489
2038,2476,7402
2039,2476,7280
2040,2492,7397
2041,2482,6979
2042,2494,7765
2043,3172,8328
2044,3783,7244
2045,2629,7045
2046,2480,7424
2047,2489,7152
2048,2565,7430
2049,2499,7096
2050,2604,7091
2051,2486,7558
2052,2477,6977
2053,2492,8331
2054,2495,7232
2055,2494,6723
2056,2493,6911
2057,2482,6347
2058,2496,6587
2059,2488,6793
2060,2496,6331
2061,2504,6943
2062,155163,10771
2063,2673,8607
2064,2517,7154
2065,2498,7038
2066,2504,6997
2067,2497,6942
2068,2494,7374
2069,2513,7859
2070,2582,7364
2071,2497,6748
2072,2638,7166
2073,2583,6983
2074,2505,6927
2075,2614,6970
2076,2583,6781
2077,2728,6990
2078,2560,7289
2079,2504,7162
2080,2776,6693
2081,3186,6757
2082,2620,6938
2083,2519,6887
2084,2549,7344
2085,2517,7326
2086,2521,7104
2087,2552,7223
2088,2575,7016
2089,2522,7192
2090,2530,7675
2091,2701,7176
2092,2639,7434
2093,2607,7063
2094,2551,7252
2095,2530,7242
2096,2629,6876
2097,2532,7079
2098,2624,7106
2099,2683,7028
2100,2535,7455
2101,2664,7142
2102,2542,6947
2103,2654,7144
2104,2620,7338
2105,2543,7419
2106,2551,7796
2107,2552,7377
2108,2862,7435
2109,2895,7403
2110,2556,7054
2111,2623,7575
2112,2558,7529
2113,2700,7554
2114,2634,7030
2115,2699,7257
2116,2622,7535
2117,2579,7182
2118,2563,7046
2119,2636,7398
2120,2565,6879
2121,2580,7733
2122,2650,7658
2123,2622,7525
2124,2762,7385
2125,2567,7151
2126,2569,7277
2127,2906,7030
2128,2569,7207
2129,2597,7047
2130,2579,7417
2131,2650,7482
2132,2586,7273
2133,2843,7677
2134,2611,7598
2135,2692,7938
2136,2577,31926
2137,2650,10686
2138,2632,11764
2139,2834,13206
2140,2628,12703
2141,2223536,12484
2142,3001,7994
2143,2601,7269
2144,2584,7443
2145,2631,7247
2146,2588,7561
2147,2595,7066
2148,2603,7053
2149,2589,7592
2150,2659,7811
2151,2608,7526
2152,2623,8646
2153,2622,7736
2154,2728,7450
2155,2634,7503
2156,3098,7579
2157,2618,7267
2158,2629,7831
2159,2637,7151
2160,2707,8365
2161,2710,7310
2162,2829,7744
2163,2621,7198
2164,2733,7552
2165,2644,7485
2166,2633,7816
2167,2729,7397
2168,2673,463401
2169,4024,11231
2170,2665,8494
2171,1023308,9606
2172,3422,7416
2173,2677,7019
2174,2665,7472
2175,2652,7154
2176,2649,6935
2177,2643,8732
2178,2752,10853
2179,2756,12063
2180,2639,11752
2181,2793,12892
2182,2888,97647
2183,2651,7239
2184,2653,6780
2185,2628,6767
2186,2639,7311
2187,2634,8498
2188,2679,8756
2189,2765,9113
2190,2817,435564
2191,3035,7830
2192,3358,8320
2193,3389,7236
2194,2660,7055
2195,2655,7738
2196,2655,7295
2197,2652,6873
2198,2653,7270
2199,2652,7545
2200,2681,7379
2201,2661,7356
2202,2653,7495
2203,2673,7381
2204,2665,7178
2205,2656,71583
2206,2744,7449
2207,2665,18249
2208,2895,7142
2209,3345,6622
2210,2712,6604
2211,2681,6545
2212,2664,6662
2213,2677,8525
2214,2669,7010
2215,2661,6439
2216,2667,7546
2217,2702,7521
2218,2673,7767
2219,2685,16615
2220,2751,8067
2221,2693,7137
2222,2680,7192
2223,2825,7685
2224,2707,5128251
2225,3889,31144
2226,3801,225498
2227,4617,25533
2228,3407,8862
2229,2700,7165
2230,2701,6861
2231,2684,103696
2232,2829,7856
2233,2706,6851
2234,2686,6553
2235,2692,7244
2236,2709,7717
2237,2703,7268
2238,2699,7892
2239,2805,7801
2240,2705,6930
2241,2723,8143
2242,2715,7109
2243,2703,9179
2244,2552,58484
2245,2708,43511
2246,2828,7537
2247,2715,7827
2248,2707,7537
2249,2710,7567
2250,2716,7694
2251,2712,7581
2252,2720,7649
2253,2771,7769
2254,2739,7815
2255,2725,7668
2256,2719,7674
2257,2734,7795
2258,46078,7518
2259,2725,7427
2260,2723,7711
2261,2730,7678
2262,2728,7526
2263,2730,6872
2264,2736,7898
2265,2732,7686
2266,2747,7890
2267,2738,7544
2268,2730,7859
2269,2739,7596
2270,2740,773932
2271,54211,11605
2272,2834,7752
2273,2883,7913
2274,39163,9173
2275,2737,7211
2276,2743,7576
2277,2749,7558
2278,2735,7391
2279,2750,45489
2280,2757,8341
2281,2757,7980
2282,25850,8785
2283,87524,10823
2284,3000,56023
2285,2765,8538
2286,10115207,430133
2287,4024,66109
2288,3671,16442
2289,42274,22318
2290,2994,15417
2291,2958,61657
2292,2949,12885
2293,2863,10949
2294,3044,13350
2295,2759,11073
2296,2765,10706
2297,2764,10896
2298,2767,9915
2299,2766,9609
2300,2765,10867
2301,2771,11226
2302,2771,9983
2303,2912,11654
2304,2777,9508
2305,3310,28087
2306,3308,43031
2307,2812,19235
2308,2799,11843
2309,2796,13505
2310,2789,10704
2311,2895,12721
2312,2950,9157
2313,2780,10253
2314,2792,9437
2315,2792,10070
2316,2787,11898
2317,2790,11892
2318,2797,10915
2319,2800,9739
2320,2801,10231
2321,2791,9767
2322,2794,9941
2323,2790,10672
2324,2802,11945
2325,2800,9074
2326,2806,8623
2327,2810,7417
2328,2808,7768
2329,2811,7676
2330,2814,7622
2331,2796,7750
2332,2815,7434
2333,2811,7756
2334,2804,7664
2335,2819,7595
2336,2815,7750
2337,2818,7426
2338,2819,7710
2339,2813,7636
2340,2823,7627
2341,2905,7578
2342,2898,7715
2343,2906,7702
2344,2914,7555
2345,15616562,28668
2346,3945,16580
2347,2892,14203
2348,2841,13528
2349,2876,15432
2350,2829,15663
2351,3072,17422
2352,2892,14063
2353,2834,15850
2354,2880,16166
2355,3330,16856
2356,2976,19487
2357,2845,12758
2358,2852,8768
2359,2842,10394
2360,2924,10955
2361,2843,8727
2362,2844,12772
2363,3106,12534
2364,2850,14081
2365,2874,13202
2366,2986,15516
2367,2868,14053
2368,3212,14160
2369,2871,15356
2370,3104,15299
2371,3684,18664
2372,3102,17514
2373,2902,18507
2374,3382,19216
2375,2872,15931
2376,3348,18790
2377,3138,20287
2378,3045,17920
2379,3396,18207
2380,3201,18772
2381,2992,17965
2382,3544,16119
2383,2875,7648
2384,2861,4373532
2385,3238,7907
2386,2730,6976
2387,2713,7055
2388,2727,7289
2389,921185,654984
2390,3074,8766
2391,3403,7343
2392,2727,7508
2393,2742,7363
2394,2723,7254
2395,4942,17898
2396,3262,8962
2397,2894,8708
2398,3006,9304
2399,2885,13762
2400,3522,420960
2401,4613,26687
2402,2909,14206
2403,2999,12585
2404,3232,16204
2405,2950,12411
2406,3317,23540
2407,4036,25277
2408,3350,623563
2409,3414,9818
2410,2910,19633
2411,2933,7907
2412,2924,7658
2413,2915,7700
2414,2922,7726
2415,2918,7715
2416,2931,7898
2417,2932,7822
2418,2916,9954
2419,2923,7817
2420,2921,7890
2421,2928,7806
2422,2939,7851
2423,2926,7796
2424,2935,7850
2425,2931,7876
2426,2938,7922
2427,2933,16360
2428,2936,7895
2429,2936,7749
2430,2940,7922
2431,2974,7940
2432,2935,7820
2433,2939,7924
2434,2953,7904
2435,2928,7941
2436,2935,7774
2437,2949,7782
2438,2942,7837
2439,2952,7861
2440,2957,7815
2441,2964,8053
2442,2942,17964
2443,2959,7992
2444,2945,7825
2445,2936,7816
2446,2955,7789
2447,2947,7853
2448,2952,7996
2449,2966,16775
2450,2974,8034
2451,2962,7972
2452,2953,8083
2453,2961,8629
2454,2972,8480
2455,2951,8265
2456,2967,7968
2457,2960,8233
2458,16704,8760
2459,3063,7522
2460,2971,7546
2461,2967,7653
2462,2964,60768
2463,3000,7841
2464,112122,9082
2465,2988,7704
2466,2986,7674
2467,2963,7184
2468,2979,8017
2469,2973,8068
2470,2973,7710
2471,2983,8167
2472,2978,7908
2473,2992,8420
2474,2976,8296
2475,2979,8311
2476,2986,13601
2477,2992,8614
2478,2999,7893
2479,2983,7967
2480,3019,7899
2481,2998,8211
2482,3004,8163
2483,3058,8170
2484,2998,8126
2485,2989,8242
2486,3021,9092
2487,2994,8507
2488,2993,8470
2489,3326,8958
2490,3017,10057
2491,4117,8483
2492,3029,8903
2493,3013,8668
2494,3098,8903
2495,3008,8938
2496,3124,9614
2497,3098,9521
2498,3023,9051
2499,3183,9256
2500,3045,9094
2501,3135,9088
2502,3010,8206
2503,3040,8563
2504,3005,8625
2505,3030,8631
2506,3078,8769
2507,3634,9592
2508,3631,10227
2509,3779,22922
2510,2873,7374
2511,2855,7427
2512,2859,7575
2513,2855,7707
2514,2873,7921
2515,2856,7325
2516,2861,7609
2517,2862,21055
2518,3042,11437
2519,3068,7894
2520,3036,8102
2521,56809,9193
2522,3855,7800
2523,3041,22716
2524,3133,8664
2525,3047,8000
2526,3042,23396
2527,3146,8573
2528,3233,8090
2529,3079,20553
2530,3601,7459
2531,2901,43155
2532,2981,8156
2533,2885,7846
2534,2893,8070
2535,2886,7603
2536,2887,10258
2537,2926,7819
2538,2897,7815
2539,2909,19130
2540,3045,8194
2541,2919,7601
2542,2921,7544
2543,2915,7597
2544,2922,313873
2545,3119,7683
2546,2915,7557
2547,2917,7769
2548,2907,34612
2549,3044,7947
2550,2949,7943
2551,2934,7811
2552,2916,7780
2553,2923,7861
2554,2919,8044
2555,2928,7781
2556,2924,7943
2557,2926,7896
2558,2928,7914
2559,41486,7890
2560,2932,7434
2561,3939,8330
2562,2951,7862
2563,2925,8072
2564,2904,8039
2565,2930,7897
2566,2939,7911
2567,2927,7979
2568,2950,8193
2569,2930,8195
2570,2928,7956
2571,2932,7804
2572,2929,7626
2573,2937,7613
2574,2928,7962
2575,2929,7622
2576,2935,7689
2577,2928,7899
2578,2927,7958
2579,2943,7823
2580,2936,7915
2581,2942,8186
2582,2938,7917
2583,2931,7926
2584,2940,8048
2585,2941,7905
2586,2945,8145
2587,2949,7780
2588,2944,7955
2589,2956,7811
2590,2958,7651
2591,2950,7793
2592,2956,11500
2593,2934,7223
2594,2946,7157
2595,2956,7742
2596,2947,7731
2597,2955,8021
2598,2959,7802
2599,2952,7985
2600,2970,7855
2601,2959,7833
2602,2960,8085
2603,2968,8171
2604,2955,8083
2605,2963,7178
2606,2978,7938
2607,2965,8298
2608,21548,7731
2609,2973,7894
2610,2968,8441
2611,2966,8151
2612,3003,7932
2613,2972,7915
2614,2974,8052
2615,2978,7974
2616,2967,7869
2617,3050,7466
2618,2974,7312
2619,2964,7831
2620,2977,41664
2621,2986,8778
2622,2981,9420
2623,2994,9231
2624,2989,8662
2625,2990,8152
2626,2987,8834
2627,2991,8526
2628,3005,8329
2629,2978,8612
2630,2984,8581
2631,3005,8277
2632,2996,8813
2633,3007,8394
2634,2996,8155
2635,2997,7953
2636,3010,8120
2637,2989,8205
2638,2998,8101
2639,3002,8528
2640,2992,7407
2641,3006,8090
2642,3023,8180
2643,3007,8507
2644,3009,8155
2645,2996,8270
2646,3013,8500
2647,3001,8283
2648,3009,11335
2649,3012,8540
2650,3072,8161
2651,3024,7982
2652,3010,8386
2653,3019,8218
2654,3016,8003
2655,3017,8421
2656,3021,7378
2657,3010,8013
2658,3028,8342
2659,3038,8456
2660,3014,7969
2661,3026,8181
2662,3022,8084
2663,3024,8256
2664,3040,7560
2665,3027,7806
2666,3049,8584
2667,3051,8292
2668,3028,8081
2669,3057,8242
2670,3061,8371
2671,3040,8376
2672,3083,7804
2673,3033,7529
2674,3052,8592
2675,3060,8209
2676,3049,8155
2677,3065,8447
2678,3065,8178
2679,3075,8175
2680,3090,8469
2681,3062,7826
2682,3055,7579
2683,3054,8890
2684,3064,8567
2685,3080,8202
2686,3056,8463
2687,3075,8412
2688,3093,8603
2689,3066,8216
2690,3078,7686
2691,3054,8873
2692,3072,8251
2693,3058,8390
2694,3066,8310
2695,3083,8244
2696,3074,8211
2697,1021422,28910
2698,3399,77789
2699,3511,8932
2700,3441,150884
2701,3319,9055
2702,3259,8955
2703,3491,69676
2704,4332,16227
2705,3566,11450
2706,3267,108028
2707,3340,10002
2708,3299,8638
2709,3271,9136
2710,3259,8701
2711,3260,8639
2712,3276,9708
2713,3270,8684
2714,3259,13053
2715,3283,8637
2716,3256,13688
2717,3291,11604
2718,3296,11221
2719,3276,213928
2720,4277,9551
2721,3297,14049
2722,51092,13200
2723,3297,8878
2724,3279,9673
2725,3283,9292
2726,3274,49908
2727,3290,9212
2728,3290,8875
2729,3281,9125
2730,3282,9108
2731,39468,9087
2732,3283,9000
2733,3288,9973
2734,3293,8994
2735,3407,10516
2736,3286,9251
2737,3295,10186
2738,3287,8752
2739,3284,9169
2740,3304,9638
2741,3289,9208
2742,3300,9206
2743,40999,9522
2744,4136,8985
2745,3301,8990
2746,3307,8647
2747,3321,58984
2748,3332,9704
2749,3304,9547
2750,3311,9505
2751,3297,84089
2752,3501,10488
2753,3571,8880
2754,3314,8673
2755,3321,9494
2756,3325,9178
2757,3314,8866
2758,3806,21380
2759,3577,28746
2760,3611,20899
2761,3417,19796
2762,3990,251475
2763,3619,22387
2764,3323,16755
2765,3482,309729
2766,6353,21595
2767,3381,16612
2768,3366,13381
2769,3357,16377
2770,6138,14737
2771,3445,105402
2772,3383,14866
2773,3401,9961
2774,63075,16032
2775,3694,10974
2776,3388,12953
2777,3462,11086
2778,3352,13343
2779,3358,163688
2780,4239,17930
2781,3607,16330
2782,3489,17970
2783,3829,18625
2784,3652,18449
2785,3494,485255
2786,4757,28847
2787,4213,25235
2788,3532,23471
2789,3599,21609
2790,3651,18444
2791,3408,17327
2792,3556,20145
2793,3577,24960
2794,3650,21007
2795,3448,18091
2796,3378,22934
2797,3621,23716
2798,3505,18797
2799,3703,17404
2800,3673,17890
2801,3430,20545
2802,3434,21586
2803,3362,18073
2804,3390,16149
2805,3393,24844
2806,3607,19219
2807,3371,16951
2808,3372,17584
2809,3398,16061
2810,3395,16972
2811,3392,17647
2812,3383,16480
2813,3482,21218
2814,3421,19166
2815,3967,22276
2816,3404,20689
2817,3566,17319
2818,3381,29903
2819,3461,21351
2820,3459,23507
2821,3438,17145
2822,3403,19924
2823,3479,20817
2824,3528,19090
2825,3619,15971
2826,3392,15569
2827,4227,17431
2828,3420,18090
2829,3446,17222
2830,3398,15731
2831,3398,18340
2832,3415,1286859
2833,5253,9324
2834,3445,8696
2835,3442,9370
2836,3758,28083
2837,3462,9131
2838,3424,8620
2839,3414,9021
2840,3426,9262
2841,3417,9283
2842,38037,9649
2843,3430,8670
2844,3416,9284
2845,3421,9108
2846,3418,9185
2847,3421,8575
2848,3430,9205
2849,3422,8668
2850,3430,8340
2851,3431,26366
2852,3457,206355
2853,3614,9627
2854,4290,9593
2855,3428,8586
2856,3459,9341
2857,3479,9341
2858,3426,9490
2859,3450,10197
2860,3434,9721
2861,3436,10728
2862,3470,11039
2863,3439,9300
2864,3451,10318
2865,3443,9452
2866,3448,9506
2867,3435,9633
2868,3459,9578
2869,3442,9417
2870,3449,9542
2871,3455,9768
2872,3449,9923
2873,3454,8470
2874,3440,9803
2875,3460,9930
2876,3444,9773
2877,3466,10100
2878,3452,9814
2879,3457,9947
2880,3483,9226
2881,3473,9562
2882,3479,9455
2883,3469,9727
2884,3505,9647
2885,3455,9909
2886,3473,9823
2887,3465,9982
2888,3475,10105
2889,3472,9878
2890,3472,10342
2891,3563,9441
2892,3548,9547
2893,6898640,13080
2894,3439,10138
2895,4127,9373
2896,4121,9750
2897,3303,9303
2898,3298,8833
2899,3288,9659
2900,3290,9324
2901,3295,9627
2902,3291,9629
2903,3299,9589
2904,3296,9473
2905,3302,9552
2906,3298,9622
2907,3314,9688
2908,3332,9606
2909,3322,9550
2910,3310,9426
2911,3302,9690
2912,3307,9347
2913,3300,9458
2914,3316,9617
2915,3299,9591
2916,3314,9774
2917,3315,9902
2918,3326,9815
2919,3317,10036
2920,3315,9717
2921,3343,9599
2922,3328,9784
2923,3337,9322
2924,3344,9557
2925,3356,9661
2926,3360,9982
2927,3356,9665
2928,3343,9370
2929,3362,9625
2930,3358,9514
2931,3342,9680
2932,3361,9491
2933,3356,9543
2934,3359,183863
2935,3499,9725
2936,3404,9464
2937,3379,9724
2938,3374,9657
2939,3375,9592
2940,3367,9583
2941,3373,9719
2942,3363,9933
2943,3357,9689
2944,3382,9830
2945,3403,9912
2946,3360,9911
2947,3368,9737
2948,3364,9575
2949,3388,9728
2950,3373,9707
2951,3377,9459
2952,3361,9726
2953,3368,9763
2954,3366,9686
2955,3350,9844
2956,3360,9693
2957,3353,9106
2958,3371,22393
2959,3556,9608
2960,3545,9477
2961,3553,9149
2962,3568,9431
2963,3538,9800
2964,3572,9595
2965,3559,9192
2966,3581,9535
2967,3563,9710
2968,3570,9880
2969,3564,9084
2970,3566,9558
2971,3582,9843
2972,3565,9562
2973,3574,31518
2974,3580,9737
2975,3564,235601
2976,5101,24118
2977,3432,27060
2978,4381,10225
2979,3420,9431
2980,3391,9579
2981,3379,9202
2982,3388,9550
2983,3390,9716
2984,3402,62986
2985,3384,9843
2986,3387,9645
2987,3395,9289
2988,3392,14684
2989,3400,9669
2990,3392,9807
2991,3410,9526
2992,3411,9820
2993,3400,9694
2994,3410,9362
2995,3401,9661
2996,3414,9725
2997,3418,9900
2998,3432,10099
2999,3418,10107
3000,3441,10190
3001,3436,31292
3002,4380,9965
3003,3437,9741
3004,3429,9872
3005,3435,10211
3006,3423,10364
3007,3421,9712
3008,3425,9985
3009,3447,9778
3010,3417,9625
3011,3413,9606
3012,3418,9794
3013,3415,9742
3014,3430,10095
3015,3420,9847
3016,3434,10019
3017,3421,9826
3018,3429,10023
3019,3432,9696
3020,3425,9870
3021,3450,9702
3022,3425,9883
3023,3441,9941
3024,3441,9805
3025,3442,9648
3026,3429,9315
3027,3432,9817
3028,3437,9787
3029,3435,10075
3030,3445,10182
3031,3442,9803
3032,3454,10144
3033,3438,9972
3034,3450,9970
3035,3444,9963
3036,3452,10262
3037,3456,10069
3038,3470,10044
3039,3451,9704
3040,3472,10188
3041,3454,9908
3042,3456,10220
3043,3469,246596
3044,3668,80349
3045,3637,9335
3046,3497,8588
3047,3478,8629
3048,3486,8707
3049,3456,62307
3050,3494,80002
3051,3511,9911
3052,3469,9814
3053,3486,9470
3054,3512,9887
3055,3523,10292
3056,3478,9868
3057,3491,9927
3058,3486,9448
3059,3509,9734
3060,3492,9929
3061,3498,9942
3062,3499,9739
3063,3497,9891
3064,3522,9478
3065,3539,9517
3066,3494,10015
3067,3487,9721
3068,3504,9827
3069,3486,9821
3070,3494,9637
3071,3514,9853
3072,3538,9885
3073,3498,9736
3074,3506,9869
3075,3505,9971
3076,3541,9849
3077,3505,9717
3078,3497,9754
3079,3517,9785
3080,3496,9837
3081,3500,9791
3082,3492,9814
3083,3526,9463
3084,3501,9551
3085,3495,9897
3086,3519,9790
3087,3491,9751
3088,3507,9938
3089,3493,10118
3090,3510,9824
3091,3573,9816
3092,3501,9848
3093,3554,10164
3094,3517,9590
3095,3507,9563
3096,3503,9311
3097,3520,10632
3098,3550,10191
3099,3525,9580
3100,3510,9948
3101,3522,9481
